DB_Size,Query_ID,Labels,Retrieved_Count,P@5,R@5,nDCG@5,LabelMatch@5,P@10,R@10,nDCG@10,LabelMatch@10,P@20,R@20,nDCG@20,LabelMatch@20
7000,QUERY_20,"Support Devices,Pneumonia,Lung Lesion",21,0.5382,0.3164,0.5882,0.5182,0.5208,0.4699,0.6008,0.5008,0.4246,0.5446,0.5346,0.4046
7000,QUERY_21,"Edema,Lung Lesion,Enlarged Cardiomediastinum",28,0.6681,0.4028,0.7181,0.6481,0.6066,0.5339,0.6866,0.5866,0.5671,0.6871,0.6771,0.5471
7000,QUERY_22,"Pleural Other,Pneumonia,Consolidation",29,0.5556,0.3336,0.6056,0.5356,0.4705,0.4195,0.5505,0.4505,0.428,0.548,0.538,0.408
7000,QUERY_23,Lung Opacity,33,0.5583,0.3312,0.6083,0.5383,0.5122,0.4586,0.5922,0.4922,0.4663,0.5863,0.5763,0.4463
7000,QUERY_24,Support Devices,16,0.5514,0.3281,0.6014,0.5314,0.5122,0.4606,0.5922,0.4922,0.4197,0.5397,0.5297,0.3997
7000,QUERY_25,"Lung Opacity,Fracture,No Finding",33,0.6594,0.4052,0.7094,0.6394,0.5892,0.5221,0.6692,0.5692,0.5096,0.6296,0.6196,0.4896
7000,QUERY_26,Pleural Other,41,0.6725,0.4193,0.7225,0.6525,0.5942,0.5275,0.6742,0.5742,0.5005,0.6205,0.6105,0.4805
7000,QUERY_27,"Lung Lesion,Lung Opacity",18,0.5843,0.3426,0.6343,0.5643,0.5229,0.462,0.6029,0.5029,0.4993,0.6193,0.6093,0.4793
7000,QUERY_28,"Support Devices,Pneumothorax",15,0.6755,0.4177,0.7255,0.6555,0.558,0.4891,0.638,0.538,0.5253,0.6453,0.6353,0.5053
7000,QUERY_29,"Enlarged Cardiomediastinum,Edema,No Finding",24,0.5869,0.3383,0.6369,0.5669,0.5996,0.5353,0.6796,0.5796,0.4852,0.6052,0.5952,0.4652
7000,QUERY_30,"Pleural Effusion,Enlarged Cardiomediastinum",43,0.6997,0.4285,0.7497,0.6797,0.6281,0.5525,0.7081,0.6081,0.575,0.695,0.685,0.555
7000,QUERY_31,Pleural Effusion,45,0.6693,0.4132,0.7193,0.6493,0.6114,0.5433,0.6914,0.5914,0.4947,0.6147,0.6047,0.4747
7000,QUERY_32,"Fracture,Consolidation",37,0.628,0.3626,0.678,0.608,0.5883,0.5156,0.6683,0.5683,0.5547,0.6747,0.6647,0.5347
7000,QUERY_33,"Pleural Effusion,Edema,Enlarged Cardiomediastinum",28,0.6019,0.3632,0.6519,0.5819,0.5252,0.4658,0.6052,0.5052,0.5146,0.6346,0.6246,0.4946
7000,QUERY_34,"Pneumothorax,No Finding,Enlarged Cardiomediastinum",22,0.6071,0.366,0.6571,0.5871,0.5673,0.5067,0.6473,0.5473,0.4719,0.5919,0.5819,0.4519
7000,QUERY_35,Cardiomegaly,50,0.6529,0.3998,0.7029,0.6329,0.5523,0.4857,0.6323,0.5323,0.4819,0.6019,0.5919,0.4619
7000,QUERY_36,Pleural Effusion,50,0.6034,0.3569,0.6534,0.5834,0.5482,0.4849,0.6282,0.5282,0.5356,0.6556,0.6456,0.5156
7000,QUERY_37,Pneumothorax,45,0.5341,0.319,0.5841,0.5141,0.4616,0.414,0.5416,0.4416,0.414,0.534,0.524,0.394
7000,QUERY_38,"Pneumonia,Lung Lesion,Pleural Effusion",34,0.5795,0.3556,0.6295,0.5595,0.4871,0.4352,0.5671,0.4671,0.4107,0.5307,0.5207,0.3907
7000,QUERY_39,"Pneumothorax,Edema,Consolidation",35,0.6527,0.3944,0.7027,0.6327,0.5706,0.5015,0.6506,0.5506,0.5642,0.6842,0.6742,0.5442
7000,QUERY_40,"Cardiomegaly,Consolidation",31,0.6325,0.382,0.6825,0.6125,0.5988,0.5336,0.6788,0.5788,0.4772,0.5972,0.5872,0.4572
7000,QUERY_41,"Cardiomegaly,Atelectasis",35,0.5382,0.3133,0.5882,0.5182,0.5162,0.4637,0.5962,0.4962,0.4154,0.5354,0.5254,0.3954
7000,QUERY_42,Lung Opacity,22,0.6162,0.3556,0.6662,0.5962,0.6026,0.5323,0.6826,0.5826,0.5708,0.6908,0.6808,0.5508
7000,QUERY_43,"Pleural Other,No Finding,Edema",24,0.6654,0.3912,0.7154,0.6454,0.6449,0.5678,0.7249,0.6249,0.5964,0.7164,0.7064,0.5764
7000,QUERY_44,Fracture,21,0.5508,0.3313,0.6008,0.5308,0.5007,0.4509,0.5807,0.4807,0.4602,0.5802,0.5702,0.4402
7000,QUERY_45,"Atelectasis,Pleural Effusion",16,0.6614,0.3908,0.7114,0.6414,0.6166,0.5413,0.6966,0.5966,0.5286,0.6486,0.6386,0.5086
7000,QUERY_46,"Pneumonia,Enlarged Cardiomediastinum",20,0.5962,0.3505,0.6462,0.5762,0.5794,0.5166,0.6594,0.5594,0.4572,0.5772,0.5672,0.4372
7000,QUERY_47,"Fracture,Pleural Other",38,0.6985,0.4265,0.7485,0.6785,0.6157,0.5397,0.6957,0.5957,0.5985,0.7185,0.7085,0.5785
7000,QUERY_48,Fracture,19,0.6662,0.409,0.7162,0.6462,0.5771,0.5085,0.6571,0.5571,0.5504,0.6704,0.6604,0.5304
7000,QUERY_49,Pleural Effusion,43,0.6126,0.3822,0.6626,0.5926,0.4886,0.4334,0.5686,0.4686,0.4497,0.5697,0.5597,0.4297
8000,QUERY_0,"Enlarged Cardiomediastinum,Lung Lesion",17,0.6888,0.4209,0.7388,0.6688,0.6472,0.5732,0.7272,0.6272,0.5666,0.6866,0.6766,0.5466
8000,QUERY_1,"Pneumothorax,Lung Lesion",36,0.7493,0.4604,0.7993,0.7293,0.6673,0.5829,0.7473,0.6473,0.5687,0.6887,0.6787,0.5487
8000,QUERY_2,"Consolidation,Pneumonia,Cardiomegaly",16,0.6625,0.3998,0.7125,0.6425,0.6216,0.5502,0.7016,0.6016,0.5708,0.6908,0.6808,0.5508
8000,QUERY_3,Pleural Effusion,39,0.7271,0.4282,0.7771,0.7071,0.7097,0.6202,0.7897,0.6897,0.6466,0.7666,0.7566,0.6266
8000,QUERY_4,"Enlarged Cardiomediastinum,Pneumothorax",50,0.6463,0.3848,0.6963,0.6263,0.5806,0.5099,0.6606,0.5606,0.5593,0.6793,0.6693,0.5393
8000,QUERY_5,"Fracture,Enlarged Cardiomediastinum,Cardiomegaly",23,0.7537,0.4461,0.8037,0.7337,0.6832,0.5894,0.7632,0.6632,0.6888,0.8088,0.7988,0.6688
8000,QUERY_6,Pleural Effusion,38,0.6731,0.4074,0.7231,0.6531,0.6269,0.5541,0.7069,0.6069,0.5386,0.6586,0.6486,0.5186
8000,QUERY_7,"Pneumonia,Consolidation",36,0.7744,0.4799,0.8244,0.7544,0.6405,0.5532,0.7205,0.6205,0.646,0.766,0.756,0.626
8000,QUERY_8,"Pleural Effusion,No Finding",32,0.638,0.376,0.688,0.618,0.5702,0.4992,0.6502,0.5502,0.5249,0.6449,0.6349,0.5049
8000,QUERY_9,"Support Devices,Pneumonia,Pleural Effusion",19,0.7307,0.4277,0.7807,0.7107,0.6599,0.5684,0.7399,0.6399,0.6104,0.7304,0.7204,0.5904
8000,QUERY_10,Pneumonia,21,0.7423,0.4438,0.7923,0.7223,0.6605,0.5712,0.7405,0.6405,0.6091,0.7291,0.7191,0.5891
8000,QUERY_11,"Pneumothorax,Edema,Cardiomegaly",15,0.792,0.4905,0.842,0.772,0.668,0.5773,0.748,0.648,0.624,0.744,0.734,0.604
8000,QUERY_12,"Pneumonia,Lung Lesion,Cardiomegaly",27,0.6909,0.4267,0.7409,0.6709,0.6043,0.5321,0.6843,0.5843,0.519,0.639,0.629,0.499
8000,QUERY_13,"Enlarged Cardiomediastinum,Support Devices,Consolidation",29,0.7026,0.4258,0.7526,0.6826,0.635,0.5566,0.715,0.615,0.5334,0.6534,0.6434,0.5134
8000,QUERY_14,"Enlarged Cardiomediastinum,No Finding",42,0.6935,0.4038,0.7435,0.6735,0.6325,0.5477,0.7125,0.6125,0.6049,0.7249,0.7149,0.5849
8000,QUERY_15,"Pneumothorax,Pneumonia,Cardiomegaly",27,0.6955,0.4233,0.7455,0.6755,0.6321,0.556,0.7121,0.6121,0.5719,0.6919,0.6819,0.5519
8000,QUERY_16,Pleural Other,43,0.7439,0.4468,0.7939,0.7239,0.6642,0.5757,0.7442,0.6442,0.6273,0.7473,0.7373,0.6073
8000,QUERY_17,Pleural Other,42,0.7244,0.4269,0.7744,0.7044,0.6914,0.6026,0.7714,0.6714,0.6097,0.7297,0.7197,0.5897
8000,QUERY_18,Edema,17,0.7348,0.4253,0.7848,0.7148,0.6748,0.5801,0.7548,0.6548,0.6737,0.7937,0.7837,0.6537
8000,QUERY_19,"Atelectasis,Fracture",47,0.7564,0.4472,0.8064,0.7364,0.732,0.6374,0.812,0.712,0.6794,0.7994,0.7894,0.6594
8000,QUERY_20,Fracture,38,0.6926,0.4162,0.7426,0.6726,0.6077,0.5294,0.6877,0.5877,0.5648,0.6848,0.6748,0.5448
8000,QUERY_21,Fracture,44,0.7295,0.4449,0.7795,0.7095,0.6441,0.5618,0.7241,0.6241,0.6127,0.7327,0.7227,0.5927
8000,QUERY_22,"Fracture,Pneumonia",45,0.7269,0.4415,0.7769,0.7069,0.6412,0.5585,0.7212,0.6212,0.629,0.749,0.739,0.609
8000,QUERY_23,"Fracture,Atelectasis",18,0.8036,0.4922,0.8536,0.7836,0.7355,0.6398,0.8155,0.7155,0.6378,0.7578,0.7478,0.6178
8000,QUERY_24,"Cardiomegaly,Lung Opacity",26,0.7134,0.4313,0.7634,0.6934,0.6501,0.569,0.7301,0.6301,0.564,0.684,0.674,0.544
8000,QUERY_25,"Consolidation,Pneumonia,Lung Lesion",37,0.7326,0.4263,0.7826,0.7126,0.7187,0.6256,0.7987,0.6987,0.68,0.8,0.79,0.66
8000,QUERY_26,"Consolidation,Edema",36,0.7623,0.4731,0.8123,0.7423,0.6819,0.5973,0.7619,0.6619,0.5789,0.6989,0.6889,0.5589
8000,QUERY_27,"Lung Opacity,Consolidation",16,0.7469,0.4497,0.7969,0.7269,0.6679,0.5793,0.7479,0.6479,0.6267,0.7467,0.7367,0.6067
8000,QUERY_28,Enlarged Cardiomediastinum,25,0.7383,0.4332,0.7883,0.7183,0.7339,0.6413,0.8139,0.7139,0.6691,0.7891,0.7791,0.6491
8000,QUERY_29,"Lung Opacity,Enlarged Cardiomediastinum,Pneumothorax",37,0.7857,0.4775,0.8357,0.7657,0.71,0.6158,0.79,0.69,0.6187,0.7387,0.7287,0.5987
8000,QUERY_30,Pneumonia,15,0.637,0.367,0.687,0.617,0.583,0.508,0.663,0.563,0.5334,0.6534,0.6434,0.5134
8000,QUERY_31,Edema,41,0.7826,0.4847,0.8326,0.7626,0.6849,0.596,0.7649,0.6649,0.5929,0.7129,0.7029,0.5729
8000,QUERY_32,"Lung Lesion,Lung Opacity",41,0.6712,0.3936,0.7212,0.6512,0.6116,0.5328,0.6916,0.5916,0.5558,0.6758,0.6658,0.5358
8000,QUERY_33,"Atelectasis,Lung Opacity,Fracture",45,0.7435,0.4446,0.7935,0.7235,0.6616,0.5722,0.7416,0.6416,0.6464,0.7664,0.7564,0.6264
8000,QUERY_34,"Pneumonia,Pleural Effusion",34,0.7263,0.4416,0.7763,0.7063,0.634,0.5517,0.714,0.614,0.6279,0.7479,0.7379,0.6079
8000,QUERY_35,Enlarged Cardiomediastinum,23,0.7357,0.4435,0.7857,0.7157,0.653,0.5669,0.733,0.633,0.6444,0.7644,0.7544,0.6244
8000,QUERY_36,"Atelectasis,Lung Opacity",42,0.7413,0.4413,0.7913,0.7213,0.6882,0.5981,0.7682,0.6682,0.6612,0.7812,0.7712,0.6412
8000,QUERY_37,"No Finding,Enlarged Cardiomediastinum",19,0.8309,0.5143,0.8809,0.8109,0.712,0.6137,0.792,0.692,0.634,0.754,0.744,0.614
8000,QUERY_38,Consolidation,21,0.734,0.4267,0.784,0.714,0.7437,0.6501,0.8237,0.7237,0.6221,0.7421,0.7321,0.6021
8000,QUERY_39,"Edema,Pleural Effusion",15,0.7132,0.4402,0.7632,0.6932,0.6048,0.5283,0.6848,0.5848,0.5848,0.7048,0.6948,0.5648
8000,QUERY_40,"Fracture,Support Devices",37,0.7925,0.482,0.8425,0.7725,0.6861,0.5908,0.7661,0.6661,0.6199,0.7399,0.7299,0.5999
8000,QUERY_41,"Atelectasis,Pleural Effusion",29,0.687,0.4162,0.737,0.667,0.6275,0.5521,0.7075,0.6075,0.5322,0.6522,0.6422,0.5122
8000,QUERY_42,"Pleural Effusion,Lung Lesion",37,0.7029,0.418,0.7529,0.6829,0.6431,0.5606,0.7231,0.6231,0.5978,0.7178,0.7078,0.5778
8000,QUERY_43,Pleural Effusion,39,0.6792,0.398,0.7292,0.6592,0.6623,0.5817,0.7423,0.6423,0.5982,0.7182,0.7082,0.5782
8000,QUERY_44,"Pleural Effusion,Pleural Other,Fracture",37,0.637,0.3668,0.687,0.617,0.5774,0.5023,0.6574,0.5574,0.5855,0.7055,0.6955,0.5655
8000,QUERY_45,"Atelectasis,Cardiomegaly",42,0.75,0.4366,0.8,0.73,0.7221,0.6254,0.8021,0.7021,0.6917,0.8117,0.8017,0.6717
8000,QUERY_46,Enlarged Cardiomediastinum,18,0.6724,0.402,0.7224,0.6524,0.6238,0.5486,0.7038,0.6038,0.5916,0.7116,0.7016,0.5716
8000,QUERY_47,Pleural Other,17,0.7457,0.4631,0.7957,0.7257,0.6755,0.5942,0.7555,0.6555,0.6241,0.7441,0.7341,0.6041
8000,QUERY_48,"Cardiomegaly,Support Devices,Consolidation",21,0.71,0.4233,0.76,0.69,0.6327,0.5494,0.7127,0.6127,0.5686,0.6886,0.6786,0.5486
8000,QUERY_49,"Support Devices,Consolidation,Cardiomegaly",25,0.6941,0.413,0.7441,0.6741,0.6533,0.5727,0.7333,0.6333,0.56,0.68,0.67,0.54
9000,QUERY_0,"Pneumothorax,Support Devices,Edema",20,0.7675,0.4715,0.8175,0.7475,0.6486,0.5606,0.7286,0.6286,0.6572,0.7772,0.7672,0.6372
9000,QUERY_1,"Edema,Enlarged Cardiomediastinum",39,0.7301,0.4264,0.7801,0.7101,0.7114,0.6196,0.7914,0.6914,0.6618,0.7818,0.7718,0.6418
9000,QUERY_2,"Fracture,Enlarged Cardiomediastinum",32,0.7895,0.4878,0.8395,0.7695,0.7212,0.6304,0.8012,0.7012,0.6077,0.7277,0.7177,0.5877
9000,QUERY_3,"Pleural Effusion,Lung Opacity",33,0.7988,0.4946,0.8488,0.7788,0.6671,0.575,0.7471,0.6471,0.6615,0.7815,0.7715,0.6415
9000,QUERY_4,"Pneumothorax,Support Devices",39,0.669,0.3946,0.719,0.649,0.6186,0.5414,0.6986,0.5986,0.5718,0.6918,0.6818,0.5518
9000,QUERY_5,"Atelectasis,Pneumonia,Edema",23,0.6915,0.4134,0.7415,0.6715,0.5968,0.5178,0.6768,0.5768,0.551,0.671,0.661,0.531
9000,QUERY_6,Lung Lesion,50,0.7634,0.4537,0.8134,0.7434,0.7464,0.6515,0.8264,0.7264,0.6842,0.8042,0.7942,0.6642
9000,QUERY_7,"Lung Opacity,Edema,Pleural Effusion",21,0.8213,0.4972,0.8713,0.8013,0.7155,0.6135,0.7955,0.6955,0.6961,0.8161,0.8061,0.6761
9000,QUERY_8,Atelectasis,24,0.7658,0.4468,0.8158,0.7458,0.7244,0.625,0.8044,0.7044,0.7127,0.8327,0.8227,0.6927
9000,QUERY_9,Lung Lesion,23,0.8318,0.509,0.8818,0.8118,0.7712,0.6698,0.8512,0.7512,0.7252,0.8452,0.8352,0.7052
9000,QUERY_10,"Support Devices,Pneumonia,No Finding",26,0.7843,0.4739,0.8343,0.7643,0.6806,0.5854,0.7606,0.6606,0.6449,0.7649,0.7549,0.6249
9000,QUERY_11,Fracture,29,0.6788,0.4025,0.7288,0.6588,0.6626,0.5845,0.7426,0.6426,0.6065,0.7265,0.7165,0.5865
9000,QUERY_12,"Lung Opacity,No Finding",18,0.7501,0.4432,0.8001,0.7301,0.6712,0.5777,0.7512,0.6512,0.6419,0.7619,0.7519,0.6219
9000,QUERY_13,"Atelectasis,Edema",26,0.6538,0.3822,0.7038,0.6338,0.599,0.5231,0.679,0.579,0.5854,0.7054,0.6954,0.5654
9000,QUERY_14,"No Finding,Lung Lesion",33,0.7513,0.4546,0.8013,0.7313,0.71,0.6216,0.79,0.69,0.5966,0.7166,0.7066,0.5766
9000,QUERY_15,Pneumothorax,15,0.7745,0.4577,0.8245,0.7545,0.7277,0.6294,0.8077,0.7077,0.6457,0.7657,0.7557,0.6257
9000,QUERY_16,"Pneumothorax,Support Devices",20,0.7141,0.4273,0.7641,0.6941,0.6736,0.5902,0.7536,0.6536,0.5585,0.6785,0.6685,0.5385
9000,QUERY_17,Pneumothorax,26,0.8188,0.5041,0.8688,0.7988,0.7383,0.641,0.8183,0.7183,0.6594,0.7794,0.7694,0.6394
9000,QUERY_18,Enlarged Cardiomediastinum,26,0.8256,0.5099,0.8756,0.8056,0.7326,0.6347,0.8126,0.7126,0.6725,0.7925,0.7825,0.6525
9000,QUERY_19,"Fracture,Consolidation",33,0.7087,0.4135,0.7587,0.6887,0.6738,0.5862,0.7538,0.6538,0.5785,0.6985,0.6885,0.5585
9000,QUERY_20,"No Finding,Edema,Pneumonia",39,0.7627,0.4721,0.8127,0.7427,0.6521,0.5668,0.7321,0.6321,0.5922,0.7122,0.7022,0.5722
9000,QUERY_21,Consolidation,48,0.7025,0.4209,0.7525,0.6825,0.6554,0.5746,0.7354,0.6354,0.5644,0.6844,0.6744,0.5444
9000,QUERY_22,"Enlarged Cardiomediastinum,Pleural Effusion,Atelectasis",25,0.7768,0.461,0.8268,0.7568,0.7147,0.6169,0.7947,0.6947,0.6339,0.7539,0.7439,0.6139
9000,QUERY_23,No Finding,48,0.7677,0.4559,0.8177,0.7477,0.6921,0.5962,0.7721,0.6721,0.6559,0.7759,0.7659,0.6359
9000,QUERY_24,Lung Lesion,38,0.7422,0.4502,0.7922,0.7222,0.6678,0.5818,0.7478,0.6478,0.5773,0.6973,0.6873,0.5573
9000,QUERY_25,Consolidation,38,0.7394,0.4584,0.7894,0.7194,0.6237,0.5432,0.7037,0.6037,0.5964,0.7164,0.7064,0.5764
9000,QUERY_26,"Lung Opacity,Edema,Enlarged Cardiomediastinum",28,0.7525,0.4463,0.8025,0.7325,0.6786,0.5855,0.7586,0.6586,0.6401,0.7601,0.7501,0.6201
9000,QUERY_27,"Pleural Effusion,Pneumothorax",46,0.7537,0.468,0.8037,0.7337,0.6195,0.5367,0.6995,0.5995,0.5555,0.6755,0.6655,0.5355
9000,QUERY_28,"No Finding,Pleural Other,Atelectasis",39,0.7444,0.4491,0.7944,0.7244,0.6385,0.5508,0.7185,0.6185,0.6295,0.7495,0.7395,0.6095
9000,QUERY_29,Cardiomegaly,41,0.7858,0.4786,0.8358,0.7658,0.6778,0.5841,0.7578,0.6578,0.6287,0.7487,0.7387,0.6087
9000,QUERY_30,"Atelectasis,Cardiomegaly",37,0.8152,0.5043,0.8652,0.7952,0.7534,0.6579,0.8334,0.7334,0.6732,0.7932,0.7832,0.6532
9000,QUERY_31,"Pneumonia,Pleural Effusion,Pneumothorax",48,0.7338,0.4375,0.7838,0.7138,0.6916,0.6035,0.7716,0.6716,0.5847,0.7047,0.6947,0.5647
9000,QUERY_32,"Pneumonia,Pneumothorax",42,0.6717,0.3895,0.7217,0.6517,0.651,0.5699,0.731,0.631,0.605,0.725,0.715,0.585
9000,QUERY_33,Cardiomegaly,39,0.7978,0.4878,0.8478,0.7778,0.735,0.64,0.815,0.715,0.6793,0.7993,0.7893,0.6593
9000,QUERY_34,"Consolidation,Support Devices",23,0.6875,0.4171,0.7375,0.6675,0.6082,0.5331,0.6882,0.5882,0.5838,0.7038,0.6938,0.5638
9000,QUERY_35,"Support Devices,Pleural Other",32,0.6982,0.4174,0.7482,0.6782,0.6318,0.5514,0.7118,0.6118,0.6001,0.7201,0.7101,0.5801
9000,QUERY_36,"Lung Opacity,Cardiomegaly,Pleural Other",43,0.678,0.4027,0.728,0.658,0.6479,0.5702,0.7279,0.6279,0.5611,0.6811,0.6711,0.5411
9000,QUERY_37,Pneumothorax,44,0.7119,0.4236,0.7619,0.6919,0.6459,0.5617,0.7259,0.6259,0.6194,0.7394,0.7294,0.5994
9000,QUERY_38,Pneumonia,17,0.7588,0.4509,0.8088,0.7388,0.743,0.649,0.823,0.723,0.6166,0.7366,0.7266,0.5966
9000,QUERY_39,"Consolidation,Enlarged Cardiomediastinum",32,0.7354,0.4533,0.7854,0.7154,0.6642,0.5832,0.7442,0.6442,0.5863,0.7063,0.6963,0.5663
9000,QUERY_40,"Cardiomegaly,Pleural Effusion",29,0.7835,0.4598,0.8335,0.7635,0.7434,0.6416,0.8234,0.7234,0.7026,0.8226,0.8126,0.6826
9000,QUERY_41,"Lung Opacity,Lung Lesion,No Finding",16,0.7558,0.4532,0.8058,0.7358,0.7016,0.6103,0.7816,0.6816,0.6723,0.7923,0.7823,0.6523
9000,QUERY_42,Lung Lesion,22,0.6859,0.3987,0.7359,0.6659,0.6394,0.5558,0.7194,0.6194,0.622,0.742,0.732,0.602
9000,QUERY_43,Pneumonia,23,0.7701,0.4463,0.8201,0.7501,0.7799,0.678,0.8599,0.7599,0.7268,0.8468,0.8368,0.7068
9000,QUERY_44,"Cardiomegaly,Consolidation",30,0.6976,0.4152,0.7476,0.6776,0.6182,0.537,0.6982,0.5982,0.5789,0.6989,0.6889,0.5589
9000,QUERY_45,"Edema,Pneumonia",30,0.6515,0.386,0.7015,0.6315,0.5983,0.5255,0.6783,0.5783,0.5043,0.6243,0.6143,0.4843
9000,QUERY_46,"Lung Lesion,Pneumothorax,Pleural Effusion",41,0.6749,0.3997,0.7249,0.6549,0.6106,0.5331,0.6906,0.5906,0.5284,0.6484,0.6384,0.5084
9000,QUERY_47,"Consolidation,Cardiomegaly",38,0.712,0.4182,0.762,0.692,0.6379,0.551,0.7179,0.6179,0.6536,0.7736,0.7636,0.6336
9000,QUERY_48,Fracture,16,0.8031,0.489,0.8531,0.7831,0.7267,0.6297,0.8067,0.7067,0.6315,0.7515,0.7415,0.6115
9000,QUERY_49,Lung Lesion,25,0.8179,0.495,0.8679,0.7979,0.7362,0.6347,0.8162,0.7162,0.6525,0.7725,0.7625,0.6325
10000,QUERY_0,"Fracture,Pneumothorax",37,0.7157,0.4233,0.7657,0.6957,0.6551,0.5689,0.7351,0.6351,0.587,0.707,0.697,0.567
10000,QUERY_1,"Consolidation,Pleural Other",23,0.67,0.3977,0.72,0.65,0.5902,0.514,0.6702,0.5702,0.5838,0.7038,0.6938,0.5638
10000,QUERY_2,"Fracture,Pneumothorax",20,0.7796,0.4731,0.8296,0.7596,0.7447,0.6514,0.8247,0.7247,0.6422,0.7622,0.7522,0.6222
10000,QUERY_3,"Pneumothorax,Support Devices",47,0.7558,0.4499,0.8058,0.7358,0.7252,0.6322,0.8052,0.7052,0.6467,0.7667,0.7567,0.6267
10000,QUERY_4,"Pleural Effusion,Edema",22,0.7766,0.4771,0.8266,0.7566,0.6492,0.5594,0.7292,0.6292,0.6196,0.7396,0.7296,0.5996
10000,QUERY_5,Edema,35,0.7024,0.434,0.7524,0.6824,0.5715,0.4972,0.6515,0.5515,0.5729,0.6929,0.6829,0.5529
10000,QUERY_6,Cardiomegaly,21,0.6898,0.4041,0.7398,0.6698,0.6742,0.5913,0.7542,0.6542,0.6017,0.7217,0.7117,0.5817
10000,QUERY_7,Lung Opacity,44,0.7037,0.4169,0.7537,0.6837,0.6548,0.5714,0.7348,0.6348,0.5875,0.7075,0.6975,0.5675
10000,QUERY_8,Lung Opacity,49,0.744,0.4596,0.794,0.724,0.6257,0.5435,0.7057,0.6057,0.5968,0.7168,0.7068,0.5768
10000,QUERY_9,"No Finding,Pleural Other",48,0.7214,0.4227,0.7714,0.7014,0.654,0.5646,0.734,0.634,0.6356,0.7556,0.7456,0.6156
10000,QUERY_10,Consolidation,19,0.7259,0.448,0.7759,0.7059,0.6656,0.5866,0.7456,0.6456,0.5868,0.7068,0.6968,0.5668
10000,QUERY_11,Support Devices,41,0.7006,0.4137,0.7506,0.6806,0.6204,0.5369,0.7004,0.6004,0.5711,0.6911,0.6811,0.5511
10000,QUERY_12,"Enlarged Cardiomediastinum,Lung Lesion,Atelectasis",19,0.8029,0.4905,0.8529,0.7829,0.7497,0.6535,0.8297,0.7297,0.6425,0.7625,0.7525,0.6225
10000,QUERY_13,"Pneumothorax,Lung Opacity",49,0.7289,0.435,0.7789,0.7089,0.6501,0.5632,0.7301,0.6301,0.6423,0.7623,0.7523,0.6223
10000,QUERY_14,"Atelectasis,Lung Lesion",15,0.7439,0.4321,0.7939,0.7239,0.684,0.5881,0.764,0.664,0.6397,0.7597,0.7497,0.6197
10000,QUERY_15,"Cardiomegaly,Edema",26,0.676,0.4093,0.726,0.656,0.612,0.5386,0.692,0.592,0.5208,0.6408,0.6308,0.5008
10000,QUERY_16,"Consolidation,Pneumonia,Lung Opacity",28,0.7395,0.4344,0.7895,0.7195,0.7033,0.6108,0.7833,0.6833,0.6627,0.7827,0.7727,0.6427
10000,QUERY_17,"Edema,Support Devices",46,0.7713,0.475,0.8213,0.7513,0.7004,0.6123,0.7804,0.6804,0.6056,0.7256,0.7156,0.5856
10000,QUERY_18,"No Finding,Atelectasis",22,0.7241,0.4333,0.7741,0.7041,0.6901,0.6047,0.7701,0.6701,0.6235,0.7435,0.7335,0.6035
10000,QUERY_19,Cardiomegaly,44,0.8051,0.482,0.8551,0.7851,0.7079,0.6064,0.7879,0.6879,0.6828,0.8028,0.7928,0.6628
10000,QUERY_20,Fracture,20,0.7865,0.4802,0.8365,0.7665,0.6778,0.5847,0.7578,0.6578,0.6369,0.7569,0.7469,0.6169
10000,QUERY_21,Pneumothorax,16,0.697,0.4223,0.747,0.677,0.608,0.5306,0.688,0.588,0.6035,0.7235,0.7135,0.5835
10000,QUERY_22,Fracture,47,0.7928,0.4896,0.8428,0.7728,0.6991,0.6075,0.7791,0.6791,0.6618,0.7818,0.7718,0.6418
10000,QUERY_23,"Support Devices,Pneumonia",17,0.7314,0.4528,0.7814,0.7114,0.607,0.5276,0.687,0.587,0.6084,0.7284,0.7184,0.5884
10000,QUERY_24,"Pneumothorax,Enlarged Cardiomediastinum",26,0.7604,0.4662,0.8104,0.7404,0.6918,0.6046,0.7718,0.6718,0.6259,0.7459,0.7359,0.6059
10000,QUERY_25,Consolidation,29,0.7169,0.4232,0.7669,0.6969,0.6536,0.5667,0.7336,0.6336,0.62,0.74,0.73,0.6
10000,QUERY_26,"Enlarged Cardiomediastinum,Pleural Effusion",18,0.6802,0.4019,0.7302,0.6602,0.5967,0.5176,0.6767,0.5767,0.5685,0.6885,0.6785,0.5485
10000,QUERY_27,No Finding,24,0.7384,0.4394,0.7884,0.7184,0.7164,0.627,0.7964,0.6964,0.6297,0.7497,0.7397,0.6097
10000,QUERY_28,"Atelectasis,Consolidation,Lung Opacity",43,0.6805,0.4141,0.7305,0.6605,0.6384,0.5653,0.7184,0.6184,0.5204,0.6404,0.6304,0.5004
10000,QUERY_29,"Pleural Effusion,Support Devices",35,0.7343,0.448,0.7843,0.7143,0.6813,0.5982,0.7613,0.6613,0.6134,0.7334,0.7234,0.5934
10000,QUERY_30,"Lung Lesion,Enlarged Cardiomediastinum",32,0.7334,0.4316,0.7834,0.7134,0.6646,0.5737,0.7446,0.6446,0.6653,0.7853,0.7753,0.6453
10000,QUERY_31,"Consolidation,Fracture,Edema",44,0.8117,0.4936,0.8617,0.7917,0.6983,0.5993,0.7783,0.6783,0.7011,0.8211,0.8111,0.6811
